0.107,36,1.41,20,14.8,0.0188,1,4710546.206
0.181,58,1.86,17.5,71,0.0286,1,4113179.013
0.119,29,2.39,18.6,87.9,0.0117,1,1860476.99
0.12,12,1.47,33.2,35,0.0274,1,4865585.587
0.128,22,2.51,20.9,89.4,0.0103,1,1654552.046
0.155,75,1.18,16.1,14.5,0.0157,1,3889022.235
0.107,13,2.84,29.4,81.8,0.0103,1,1732739.643
0.111,51,3.56,14.2,76,0.011,1,1901792.5
0.113,62,2.08,16.9,20.1,0.0228,1,5001037.133
0.111,16,2.6,23.1,32.8,0.0231,1,4347041.467
0.122,48,1.58,15.8,60.8,0.0251,1,3944355.274
0.131,68,1.18,17.6,32.7,0.025,1,4742369.345
0.106,26,2.04,20.2,80.9,0.0159,1,2589420.261
0.137,97,1.65,13.9,68.2,0.0282,1,4294149.947
0.113,14,3.88,23.5,78.8,0.0216,1,3285875.198
0.116,18,1.24,24,76.7,0.0175,1,2800058.421
0.115,36,3.58,18.8,46.5,0.0269,1,4369062.645
0.101,27,1.74,19.5,21.6,0.0264,1,5659866.159
0.138,19,1.2,24.7,62.6,0.0133,1,2189249.052
0.134,41,2.66,19,81.9,0.0227,1,3372760.034
0.139,43,1.5,18.1,27.5,0.0179,1,3544275.347
0.12,52,3.27,16.7,93.9,0.0142,1,2207785.799
0.103,61,2.67,14.4,35.9,0.0221,1,4349888.095
0.124,25,1.84,21.7,28.6,0.021,1,4193159.143
0.104,15,3.37,26,63,0.0236,1,3740768.129
0.135,34,1.11,20.7,23.3,0.0145,1,3350836.247
0.11,59,3.43,16.5,66.2,0.0213,1,3418532.459
0.132,56,3.07,17.2,74.5,0.027,1,4041919.001
0.135,64,1.7,15.4,80.8,0.0135,1,2188673.955
0.154,86,1.15,14.6,44.1,0.021,1,3610911.487
0.16,57,1.68,18.2,57,0.0229,1,3574403.782
0.117,40,1.09,18.7,19.1,0.0135,1,3410877.884
0.12,16,2.21,25.6,17.7,0.0223,1,4707730.446
0.108,37,4.45,17.9,64.4,0.0124,1,2263480.741
0.199,29,1.75,24.6,52.4,0.0104,1,1704077.057
0.132,20,2.85,23.7,46.9,0.0286,1,4566076.397
0.027031,38,4.579971,19.3188,53.12237,0.016613,1,3407282.774
0.04338,56,1.33768,12.32754,55.85429,0.019729,1,3774292.281
0.089073,22,2.098781,18.21961,26.76133,0.029464,1,6022170.865
0.038498,35,2.443585,19.13621,77.51449,0.011941,1,2241502.044
0.055557,28,4.929632,18.32042,62.40405,0.024168,1,4216535.622
0.026356,39,1.097713,20.0887,36.07147,0.027442,1,5802653.496
0.09209,71,1.166462,16.04952,24.41559,0.017587,1,4045337.816
0.032341,63,3.653084,12.38182,29.96816,0.013825,1,3453619.459
0.024089,20,1.100435,25.95728,15.22959,0.012749,1,3907245.095
0.052184,84,4.630828,11.49536,90.11679,0.018835,1,3184164.754
0.038118,35,3.937232,20.20171,94.56575,0.021504,1,3564341.279
