0.0854,19,1.9,22.3,47.5,0.0242,3,4450000
0.0704,67,1.68,15.3,87.8,0.0175,3,2980000
0.0775,34,2.77,17.4,21.3,0.0116,3,3170000
0.0163,88,3.13,14.4,61.7,0.0274,3,5050000
0.0282,40,4.08,20.6,24.1,0.0165,3,4300000
0.0778,49,3.72,17.7,15.9,0.0271,3,6170000
0.0398,67,4.61,14,31.3,0.0208,3,4870000
0.0685,98,3.19,13.7,62.6,0.0257,3,4390000
0.0212,51,4.74,16.1,82.1,0.0229,3,4070000
0.0517,25,3.5,21,57.7,0.0104,3,2190000
0.089,52,1.74,14.9,25.8,0.019,3,4360000
0.0441,43,1.79,19,99.2,0.0184,3,3010000
0.0122,81,1.29,14.9,52.4,0.0195,3,3600000
0.096,61,2.86,12.7,83.7,0.0144,3,2480000
0.0913,67,1.24,17.2,36.1,0.0104,3,2440000
0.0232,22,2.31,19.4,39,0.0147,3,3440000
0.049,97,2.33,10.4,67.6,0.0113,3,2430000
0.0725,93,1.37,13.2,54.3,0.0187,3,3670000
0.0304,25,3.38,21.5,15.9,0.0175,3,4470000
0.0351,61,3.23,16,68.9,0.0242,3,4420000
0.0129,45,2.81,15.7,23.6,0.0102,3,3040000
0.0256,43,1.18,18.5,47.5,0.0138,3,3100000
0.0206,17,4.53,24.3,42.6,0.0186,3,4130000
0.0336,74,2.78,14.1,85.7,0.0137,3,2560000
0.099,94,1.74,14.2,91.9,0.0141,3,2020000
0.0747,62,2.25,14.8,34.8,0.0178,3,3660000
0.02,57,1.68,16.7,87.3,0.0158,3,2870000
0.0755,11,3.01,27.4,78.1,0.0156,3,2670000
0.0893,18,1.57,25.5,76.5,0.0247,3,3950000
0.0407,33,4.01,19.5,13.4,0.0158,3,4780000
0.0441,32,1.98,20.9,48,0.0228,3,4200000
0.0393,52,4.32,16.4,41.7,0.0299,3,5990000
0.0227,33,2.49,20.1,78.8,0.0291,3,5100000
0.0221,96,2.68,12,28.6,0.0159,3,3750000
0.0626,78,3.03,17.3,16.2,0.019,3,5280000
0.0343,10,2.07,23.6,21.4,0.0214,3,5340000
0.052,36,3.59,19.1,17.9,0.026,3,6290000
0.0865,84,2.28,11.5,68.2,0.0105,3,2050000
0.0185,67,4.25,13.5,70.3,0.0265,3,4140000
0.074,31,1.61,15.9,18.6,0.0119,3,3340000
0.0148,29,2.75,22,90.4,0.0199,3,3540000
0.0762,74,3.77,15.3,29.3,0.0294,3,5970000
0.0277,29,4.11,20,75.4,0.0222,3,4280000
0.0428,88,3.73,13.1,11.4,0.0205,3,5360000
0.0198,33,4.94,18,65.8,0.0114,3,2550000
0.0107,93,4.71,15.5,13.1,0.0277,3,7340000
0.0142,62,3.83,16.4,27,0.0286,3,6760000
0.0692,39,4.61,16.9,81.6,0.0241,3,4030000
